WeekEnding,HB,HBQF,AgeGroup,AgeGroupQF,Sex,SexQF,AdmissionType,AdmissionTypeQF,NumberAdmissions,Average20182019,PercentVariation
20200223,S08000022,,45 - 64,,All,d,Emergency,,149,133,12
20200223,S08000022,,65 - 74,,All,d,Emergency,,95,103.5,-8.2
20200223,S08000022,,75 - 84,,All,d,Emergency,,95,99.5,-4.5
20200223,S08000022,,85 and over,,All,d,Emergency,,73,83,-12
20200223,S08000022,,All ages,d,All,d,Emergency,,610,605,0.8
20200223,S08000022,,All ages,d,Female,,Emergency,,289,307.5,-6
20200223,S08000022,,All ages,d,Male,,Emergency,,303,282.5,7.3
20200223,S08000024,,Under 5,,All,d,Emergency,,119,110.5,7.7
20200223,S08000024,,5 - 14,,All,d,Emergency,,62,57.5,7.8
20200223,S08000024,,15 - 44,,All,d,Emergency,,383,322,18.9
20200223,S08000024,,45 - 64,,All,d,Emergency,,427,388,10.1
20200223,S08000024,,65 - 74,,All,d,Emergency,,308,234.5,31.3
20200223,S08000024,,75 - 84,,All,d,Emergency,,298,267,11.6
20200223,S08000024,,85 and over,,All,d,Emergency,,203,175.5,15.7
20200223,S08000024,,All ages,d,All,d,Emergency,,1800,1555,15.8
20200223,S08000024,,All ages,d,Female,,Emergency,,913,755.5,20.8
20200223,S08000024,,All ages,d,Male,,Emergency,,859,779,10.3
20200223,S08000025,,15 - 44,,All,d,Emergency,,10,5,100
20200223,S08000025,,45 - 64,,All,d,Emergency,,14,6.5,115.4
20200223,S08000025,,75 - 84,,All,d,Emergency,,8,6,33.3
20200223,S08000025,,All ages,d,All,d,Emergency,,43,28,53.6
20200223,S08000025,,All ages,d,Female,,Emergency,,25,18,38.9
20200223,S08000025,,All ages,d,Male,,Emergency,,18,10,80
20200223,S08000026,,15 - 44,,All,d,Emergency,,11,6,83.3
20200223,S08000026,,45 - 64,,All,d,Emergency,,6,6.5,-7.7
20200223,S08000026,,65 - 74,,All,d,Emergency,,5,6,-16.7
20200223,S08000026,,75 - 84,,All,d,Emergency,,5,5,0
20200223,S08000026,,85 and over,,All,d,Emergency,,5,6,-16.7
20200223,S08000026,,All ages,d,All,d,Emergency,,33,30,10
20200223,S08000026,,All ages,d,Female,,Emergency,,16,14.5,10.3
20200223,S08000026,,All ages,d,Male,,Emergency,,17,13.5,25.9
20200223,S08000028,,15 - 44,,All,d,Emergency,,10,9,11.1
20200223,S08000028,,45 - 64,,All,d,Emergency,,14,16.5,-15.2
20200223,S08000028,,65 - 74,,All,d,Emergency,,13,13.5,-3.7
20200223,S08000028,,75 - 84,,All,d,Emergency,,15,20,-25
20200223,S08000028,,85 and over,,All,d,Emergency,,11,9,22.2
20200223,S08000028,,All ages,d,All,d,Emergency,,66,71,-7
20200223,S08000028,,All ages,d,Female,,Emergency,,36,35,2.9
20200223,S08000028,,All ages,d,Male,,Emergency,,30,35.5,-15.5
20200223,S08000029,,Under 5,,All,d,Emergency,,75,67,11.9
20200223,S08000029,,5 - 14,,All,d,Emergency,,22,28,-21.4
20200223,S08000029,,15 - 44,,All,d,Emergency,,149,176,-15.3
20200223,S08000029,,45 - 64,,All,d,Emergency,,194,180,7.8
20200223,S08000029,,65 - 74,,All,d,Emergency,,122,138.5,-11.9
20200223,S08000029,,75 - 84,,All,d,Emergency,,145,142.5,1.8
20200223,S08000029,,85 and over,,All,d,Emergency,,126,108.5,16.1
20200223,S08000029,,All ages,d,All,d,Emergency,,833,840.5,-0.9
20200223,S08000029,,All ages,d,Female,,Emergency,,411,406,1.2
20200223,S08000029,,All ages,d,Male,,Emergency,,413,432,-4.4
20200223,S08000030,,Under 5,,All,d,Emergency,,64,79,-19
20200223,S08000030,,5 - 14,,All,d,Emergency,,36,38.5,-6.5
20200223,S08000030,,15 - 44,,All,d,Emergency,,189,196.5,-3.8
20200223,S08000030,,45 - 64,,All,d,Emergency,,229,210,9
20200223,S08000030,,65 - 74,,All,d,Emergency,,175,154,13.6
20200223,S08000030,,75 - 84,,All,d,Emergency,,174,199.5,-12.8
20200223,S08000030,,85 and over,,All,d,Emergency,,150,134.5,11.5
20200223,S08000030,,All ages,d,All,d,Emergency,,1017,1012,0.5
20200223,S08000030,,All ages,d,Female,,Emergency,,524,502.5,4.3
20200223,S08000030,,All ages,d,Male,,Emergency,,482,507,-4.9
20200223,S08000031,,Under 5,,All,d,Emergency,,165,175.5,-6
20200223,S08000031,,5 - 14,,All,d,Emergency,,109,102.5,6.3
20200223,S08000031,,15 - 44,,All,d,Emergency,,604,622,-2.9
20200223,S08000031,,45 - 64,,All,d,Emergency,,748,682.5,9.6
20200223,S08000031,,65 - 74,,All,d,Emergency,,440,433,1.6
20200223,S08000031,,75 - 84,,All,d,Emergency,,468,451.5,3.7
20200223,S08000031,,85 and over,,All,d,Emergency,,316,279,13.3
20200223,S08000031,,All ages,d,All,d,Emergency,,2850,2746,3.8
20200223,S08000031,,All ages,d,Female,,Emergency,,1466,1388,5.6
20200223,S08000031,,All ages,d,Male,,Emergency,,1356,1339.5,1.2
20200223,S08000032,,Under 5,,All,d,Emergency,,58,95,-38.9
20200223,S08000032,,5 - 14,,All,d,Emergency,,43,71.5,-39.9
20200223,S08000032,,15 - 44,,All,d,Emergency,,339,363.5,-6.7
20200223,S08000032,,45 - 64,,All,d,Emergency,,401,414,-3.1
20200223,S08000032,,65 - 74,,All,d,Emergency,,240,250.5,-4.2
20200223,S08000032,,75 - 84,,All,d,Emergency,,266,265,0.4
20200223,S08000032,,85 and over,,All,d,Emergency,,144,130,10.8
20200223,S08000032,,All ages,d,All,d,Emergency,,1491,1589.5,-6.2
20200223,S08000032,,All ages,d,Female,,Emergency,,742,799.5,-7.2
20200223,S08000032,,All ages,d,Male,,Emergency,,740,780.5,-5.2
20200223,S92000003,d,Under 5,,All,d,Emergency,,784,902.5,-13.1
20200223,S92000003,d,5 - 14,,All,d,Emergency,,461,522,-11.7
20200223,S92000003,d,15 - 44,,All,d,Emergency,,2389,2507,-4.7
20200223,S92000003,d,45 - 64,,All,d,Emergency,,2900,2896,0.1
20200223,S92000003,d,65 - 74,,All,d,Emergency,,1917,1964.5,-2.4
20200223,S92000003,d,75 - 84,,All,d,Emergency,,2029,2130.5,-4.8
20200223,S92000003,d,85 and over,,All,d,Emergency,,1408,1343.5,4.8
20200223,S92000003,d,All ages,d,All,d,Emergency,,11888,12266,-3.1
20200223,S92000003,d,All ages,d,Female,,Emergency,,5981,6088,-1.8
20200223,S92000003,d,All ages,d,Male,,Emergency,,5778,6086,-5.1
20200301,S08000015,,Under 5,,All,d,Emergency,,82,107.5,-23.7
20200301,S08000015,,5 - 14,,All,d,Emergency,,36,56.5,-36.3
20200301,S08000015,,15 - 44,,All,d,Emergency,,179,196,-8.7
20200301,S08000015,,45 - 64,,All,d,Emergency,,258,257,0.4
20200301,S08000015,,65 - 74,,All,d,Emergency,,157,178,-11.8
20200301,S08000015,,75 - 84,,All,d,Emergency,,173,189,-8.5
20200301,S08000015,,85 and over,,All,d,Emergency,,99,88.5,11.9
20200301,S08000015,,All ages,d,All,d,Emergency,,984,1072.5,-8.3
20200301,S08000015,,All ages,d,Female,,Emergency,,464,519,-10.6
20200301,S08000015,,All ages,d,Male,,Emergency,,517,545.5,-5.2
20200301,S08000016,,Under 5,,All,d,Emergency,,26,21,23.8
20200301,S08000016,,5 - 14,,All,d,Emergency,,11,11.5,-4.3
20200301,S08000016,,15 - 44,,All,d,Emergency,,29,26,11.5
20200301,S08000016,,45 - 64,,All,d,Emergency,,50,29.5,69.5
20200301,S08000016,,65 - 74,,All,d,Emergency,,37,35,5.7
20200301,S08000016,,75 - 84,,All,d,Emergency,,33,48.5,-32
20200301,S08000016,,85 and over,,All,d,Emergency,,43,31,38.7
20200301,S08000016,,All ages,d,All,d,Emergency,,229,202.5,13.1
20200301,S08000016,,All ages,d,Female,,Emergency,,114,105.5,8.1
20200301,S08000016,,All ages,d,Male,,Emergency,,113,95.5,18.3
20200301,S08000017,,Under 5,,All,d,Emergency,,17,32,-46.9
20200301,S08000017,,5 - 14,,All,d,Emergency,,19,15.5,22.6
20200301,S08000017,,15 - 44,,All,d,Emergency,,64,50.5,26.7
20200301,S08000017,,45 - 64,,All,d,Emergency,,82,55.5,47.7
20200301,S08000017,,65 - 74,,All,d,Emergency,,62,64.5,-3.9
20200301,S08000017,,75 - 84,,All,d,Emergency,,75,68,10.3
20200301,S08000017,,85 and over,,All,d,Emergency,,45,48,-6.2
20200301,S08000017,,All ages,d,All,d,Emergency,,364,334,9
20200301,S08000017,,All ages,d,Female,,Emergency,,193,165,17
20200301,S08000017,,All ages,d,Male,,Emergency,,167,167.5,-0.3
20200301,S08000019,,Under 5,,All,d,Emergency,,49,98.5,-50.3
20200301,S08000019,,5 - 14,,All,d,Emergency,,29,66.5,-56.4
20200301,S08000019,,15 - 44,,All,d,Emergency,,119,230,-48.3
20200301,S08000019,,45 - 64,,All,d,Emergency,,118,251,-53
20200301,S08000019,,65 - 74,,All,d,Emergency,,83,142,-41.5
20200301,S08000019,,75 - 84,,All,d,Emergency,,105,212.5,-50.6
20200301,S08000019,,85 and over,,All,d,Emergency,,56,114,-50.9
20200301,S08000019,,All ages,d,All,d,Emergency,,559,1114.5,-49.8
20200301,S08000019,,All ages,d,Female,,Emergency,,286,557,-48.7
20200301,S08000019,,All ages,d,Male,,Emergency,,271,554,-51.1
20200301,S08000020,,Under 5,,All,d,Emergency,,71,84.5,-16
20200301,S08000020,,5 - 14,,All,d,Emergency,,51,45,13.3
20200301,S08000020,,15 - 44,,All,d,Emergency,,217,179.5,20.9
20200301,S08000020,,45 - 64,,All,d,Emergency,,232,231,0.4
20200301,S08000020,,65 - 74,,All,d,Emergency,,178,151.5,17.5
20200301,S08000020,,75 - 84,,All,d,Emergency,,172,154,11.7
20200301,S08000020,,85 and over,,All,d,Emergency,,124,109,13.8
20200301,S08000020,,All ages,d,All,d,Emergency,,1045,954.5,9.5
20200301,S08000020,,All ages,d,Female,,Emergency,,506,466.5,8.5
20200301,S08000020,,All ages,d,Male,,Emergency,,522,476,9.7
20200301,S08000022,,Under 5,,All,d,Emergency,,49,45,8.9
20200301,S08000022,,5 - 14,,All,d,Emergency,,28,19.5,43.6
20200301,S08000022,,15 - 44,,All,d,Emergency,,130,124.5,4.4
20200301,S08000022,,45 - 64,,All,d,Emergency,,127,134,-5.2
20200301,S08000022,,65 - 74,,All,d,Emergency,,92,104.5,-12
20200301,S08000022,,75 - 84,,All,d,Emergency,,130,113.5,14.5
20200301,S08000022,,85 and over,,All,d,Emergency,,74,62.5,18.4
20200301,S08000022,,All ages,d,All,d,Emergency,,630,603.5,4.4
20200301,S08000022,,All ages,d,Female,,Emergency,,335,306,9.5
20200301,S08000022,,All ages,d,Male,,Emergency,,283,286,-1
20200301,S08000024,,Under 5,,All,d,Emergency,,136,98.5,38.1
20200301,S08000024,,5 - 14,,All,d,Emergency,,63,71,-11.3
20200301,S08000024,,15 - 44,,All,d,Emergency,,441,318,38.7
20200301,S08000024,,45 - 64,,All,d,Emergency,,442,344,28.5
20200301,S08000024,,65 - 74,,All,d,Emergency,,286,231.5,23.5
20200301,S08000024,,75 - 84,,All,d,Emergency,,299,256,16.8
20200301,S08000024,,85 and over,,All,d,Emergency,,205,195,5.1
20200301,S08000024,,All ages,d,All,d,Emergency,,1872,1514,23.6
20200301,S08000024,,All ages,d,Female,,Emergency,,920,758,21.4
20200301,S08000024,,All ages,d,Male,,Emergency,,926,740.5,25.1
20200301,S08000025,,45 - 64,,All,d,Emergency,,14,7,100
20200301,S08000025,,75 - 84,,All,d,Emergency,,6,5,20
20200301,S08000025,,85 and over,,All,d,Emergency,,5,5.5,-9.1
20200301,S08000025,,All ages,d,All,d,Emergency,,36,29.5,22
20200301,S08000025,,All ages,d,Female,,Emergency,,19,15.5,22.6
20200301,S08000025,,All ages,d,Male,,Emergency,,17,12.5,36
20200301,S08000026,,15 - 44,,All,d,Emergency,,11,3.5,214.3
20200301,S08000026,,45 - 64,,All,d,Emergency,,5,10.5,-52.4
20200301,S08000026,,65 - 74,,All,d,Emergency,,6,6.5,-7.7
20200301,S08000026,,75 - 84,,All,d,Emergency,,5,9.5,-47.4
20200301,S08000026,,85 and over,,All,d,Emergency,,5,3.5,42.9
20200301,S08000026,,All ages,d,All,d,Emergency,,33,34.5,-4.3
20200301,S08000026,,All ages,d,Female,,Emergency,,13,17,-23.5
20200301,S08000026,,All ages,d,Male,,Emergency,,19,16.5,15.2
20200301,S08000028,,15 - 44,,All,d,Emergency,,8,6,33.3
20200301,S08000028,,45 - 64,,All,d,Emergency,,9,18.5,-51.4
20200301,S08000028,,65 - 74,,All,d,Emergency,,13,10.5,23.8
20200301,S08000028,,75 - 84,,All,d,Emergency,,12,15,-20
20200301,S08000028,,85 and over,,All,d,Emergency,,13,9.5,36.8
20200301,S08000028,,All ages,d,All,d,Emergency,,58,62.5,-7.2
20200301,S08000028,,All ages,d,Female,,Emergency,,37,35.5,4.2
20200301,S08000028,,All ages,d,Male,,Emergency,,21,26.5,-20.8
20200301,S08000029,,Under 5,,All,d,Emergency,,62,58.5,6
20200301,S08000029,,5 - 14,,All,d,Emergency,,43,24,79.2
20200301,S08000029,,15 - 44,,All,d,Emergency,,161,142,13.4
20200301,S08000029,,45 - 64,,All,d,Emergency,,174,169.5,2.7
20200301,S08000029,,65 - 74,,All,d,Emergency,,141,130,8.5
20200301,S08000029,,75 - 84,,All,d,Emergency,,120,129,-7
20200301,S08000029,,85 and over,,All,d,Emergency,,105,84.5,24.3
20200301,S08000029,,All ages,d,All,d,Emergency,,806,737.5,9.3
20200301,S08000029,,All ages,d,Female,,Emergency,,402,389,3.3
20200301,S08000029,,All ages,d,Male,,Emergency,,398,347,14.7
20200301,S08000030,,Under 5,,All,d,Emergency,,76,65.5,16
20200301,S08000030,,5 - 14,,All,d,Emergency,,43,39,10.3
20200301,S08000030,,15 - 44,,All,d,Emergency,,197,190.5,3.4
20200301,S08000030,,45 - 64,,All,d,Emergency,,227,204.5,11
20200301,S08000030,,65 - 74,,All,d,Emergency,,146,146.5,-0.3
20200301,S08000030,,75 - 84,,All,d,Emergency,,213,178,19.7
20200301,S08000030,,85 and over,,All,d,Emergency,,148,138.5,6.9
20200301,S08000030,,All ages,d,All,d,Emergency,,1050,962.5,9.1
20200301,S08000030,,All ages,d,Female,,Emergency,,532,479,11.1
20200301,S08000030,,All ages,d,Male,,Emergency,,510,479.5,6.4
20200301,S08000031,,Under 5,,All,d,Emergency,,194,156,24.4
20200301,S08000031,,5 - 14,,All,d,Emergency,,109,77,41.6
20200301,S08000031,,15 - 44,,All,d,Emergency,,586,545,7.5
20200301,S08000031,,45 - 64,,All,d,Emergency,,712,609,16.9
20200301,S08000031,,65 - 74,,All,d,Emergency,,432,378,14.3
20200301,S08000031,,75 - 84,,All,d,Emergency,,444,439,1.1
20200301,S08000031,,85 and over,,All,d,Emergency,,313,248,26.2
20200301,S08000031,,All ages,d,All,d,Emergency,,2790,2452,13.8
20200301,S08000031,,All ages,d,Female,,Emergency,,1376,1172,17.4
20200301,S08000031,,All ages,d,Male,,Emergency,,1388,1259,10.2
20200301,S08000032,,Under 5,,All,d,Emergency,,78,92,-15.2
20200301,S08000032,,5 - 14,,All,d,Emergency,,42,52.5,-20
20200301,S08000032,,15 - 44,,All,d,Emergency,,352,317,11
20200301,S08000032,,45 - 64,,All,d,Emergency,,372,389,-4.4
20200301,S08000032,,65 - 74,,All,d,Emergency,,264,238,10.9
20200301,S08000032,,75 - 84,,All,d,Emergency,,221,214,3.3
20200301,S08000032,,85 and over,,All,d,Emergency,,140,125,12
20200301,S08000032,,All ages,d,All,d,Emergency,,1469,1427.5,2.9
20200301,S08000032,,All ages,d,Female,,Emergency,,763,698.5,9.2
20200301,S08000032,,All ages,d,Male,,Emergency,,699,721.5,-3.1
20200301,S92000003,d,Under 5,,All,d,Emergency,,843,861,-2.1
20200301,S92000003,d,5 - 14,,All,d,Emergency,,478,481,-0.6
20200301,S92000003,d,15 - 44,,All,d,Emergency,,2498,2333.5,7
20200301,S92000003,d,45 - 64,,All,d,Emergency,,2822,2710,4.1
20200301,S92000003,d,65 - 74,,All,d,Emergency,,1901,1822.5,4.3
20200301,S92000003,d,75 - 84,,All,d,Emergency,,2008,2031,-1.1
20200301,S92000003,d,85 and over,,All,d,Emergency,,1375,1262.5,8.9
20200301,S92000003,d,All ages,d,All,d,Emergency,,11925,11501.5,3.7
20200301,S92000003,d,All ages,d,Female,,Emergency,,5960,5683.5,4.9
20200301,S92000003,d,All ages,d,Male,,Emergency,,5851,5727.5,2.2
20200308,S08000015,,Under 5,,All,d,Emergency,,92,113.5,-18.9
20200308,S08000015,,5 - 14,,All,d,Emergency,,50,51,-2
20200308,S08000015,,15 - 44,,All,d,Emergency,,158,211,-25.1
20200308,S08000015,,45 - 64,,All,d,Emergency,,231,259.5,-11
20200308,S08000015,,65 - 74,,All,d,Emergency,,159,180.5,-11.9
20200308,S08000015,,75 - 84,,All,d,Emergency,,165,179.5,-8.1
20200308,S08000015,,85 and over,,All,d,Emergency,,90,87.5,2.9
20200308,S08000015,,All ages,d,All,d,Emergency,,945,1082.5,-12.7
20200308,S08000015,,All ages,d,Female,,Emergency,,480,551.5,-13
20200308,S08000015,,All ages,d,Male,,Emergency,,465,526,-11.6
20200308,S08000016,,Under 5,,All,d,Emergency,,20,21,-4.8
20200308,S08000016,,5 - 14,,All,d,Emergency,,7,9,-22.2
20200308,S08000016,,15 - 44,,All,d,Emergency,,29,26.5,9.4
20200308,S08000016,,45 - 64,,All,d,Emergency,,39,42,-7.1
20200308,S08000016,,65 - 74,,All,d,Emergency,,40,42,-4.8
20200308,S08000016,,75 - 84,,All,d,Emergency,,53,44,20.5
20200308,S08000016,,85 and over,,All,d,Emergency,,39,38.5,1.3
20200308,S08000016,,All ages,d,All,d,Emergency,,227,223,1.8
20200308,S08000016,,All ages,d,Female,,Emergency,,112,121.5,-7.8
20200308,S08000016,,All ages,d,Male,,Emergency,,115,99.5,15.6
20200308,S08000017,,Under 5,,All,d,Emergency,,31,29.5,5.1
20200308,S08000017,,5 - 14,,All,d,Emergency,,23,18,27.8
20200308,S08000017,,15 - 44,,All,d,Emergency,,48,54.5,-11.9
20200308,S08000017,,45 - 64,,All,d,Emergency,,73,67,9
20200308,S08000017,,65 - 74,,All,d,Emergency,,63,53,18.9
20200308,S08000017,,75 - 84,,All,d,Emergency,,62,67.5,-8.1
20200308,S08000017,,85 and over,,All,d,Emergency,,58,46.5,24.7
20200308,S08000017,,All ages,d,All,d,Emergency,,358,336,6.5
20200308,S08000017,,All ages,d,Female,,Emergency,,187,174.5,7.2
20200308,S08000017,,All ages,d,Male,,Emergency,,171,159.5,7.2
20200308,S08000019,,Under 5,,All,d,Emergency,,43,94.5,-54.5
20200308,S08000019,,5 - 14,,All,d,Emergency,,27,58,-53.4
20200308,S08000019,,15 - 44,,All,d,Emergency,,128,260,-50.8
20200308,S08000019,,45 - 64,,All,d,Emergency,,113,313.5,-64
20200308,S08000019,,65 - 74,,All,d,Emergency,,69,210,-67.1
20200308,S08000019,,75 - 84,,All,d,Emergency,,82,211.5,-61.2
20200308,S08000019,,85 and over,,All,d,Emergency,,57,116.5,-51.1
20200308,S08000019,,All ages,d,All,d,Emergency,,519,1264,-58.9
20200308,S08000019,,All ages,d,Female,,Emergency,,253,594,-57.4
20200308,S08000019,,All ages,d,Male,,Emergency,,266,661,-59.8
20200308,S08000020,,Under 5,,All,d,Emergency,,89,83.5,6.6
20200308,S08000020,,5 - 14,,All,d,Emergency,,49,51.5,-4.9
20200308,S08000020,,15 - 44,,All,d,Emergency,,216,196.5,9.9
20200308,S08000020,,45 - 64,,All,d,Emergency,,202,221,-8.6
20200308,S08000020,,65 - 74,,All,d,Emergency,,184,150.5,22.3
20200308,S08000020,,75 - 84,,All,d,Emergency,,194,164,18.3
20200308,S08000020,,85 and over,,All,d,Emergency,,135,120.5,12
20200308,S08000020,,All ages,d,All,d,Emergency,,1069,987.5,8.3
20200308,S08000020,,All ages,d,Female,,Emergency,,563,475,18.5
20200308,S08000020,,All ages,d,Male,,Emergency,,501,500,0.2
20200308,S08000022,,Under 5,,All,d,Emergency,,49,57,-14
20200308,S08000022,,5 - 14,,All,d,Emergency,,25,28.5,-12.3
20200308,S08000022,,15 - 44,,All,d,Emergency,,127,136.5,-7
20200308,S08000022,,45 - 64,,All,d,Emergency,,140,148,-5.4
20200308,S08000022,,65 - 74,,All,d,Emergency,,106,114.5,-7.4
20200308,S08000022,,75 - 84,,All,d,Emergency,,113,128.5,-12.1
20200308,S08000022,,85 and over,,All,d,Emergency,,65,69,-5.8
20200308,S08000022,,All ages,d,All,d,Emergency,,625,682,-8.4
20200308,S08000022,,All ages,d,Female,,Emergency,,308,356,-13.5
20200308,S08000022,,All ages,d,Male,,Emergency,,308,316,-2.5
20200308,S08000024,,Under 5,,All,d,Emergency,,117,113.5,3.1
20200308,S08000024,,5 - 14,,All,d,Emergency,,62,57.5,7.8
20200308,S08000024,,15 - 44,,All,d,Emergency,,394,338,16.6
20200308,S08000024,,45 - 64,,All,d,Emergency,,423,378.5,11.8
20200308,S08000024,,65 - 74,,All,d,Emergency,,273,242,12.8
20200308,S08000024,,75 - 84,,All,d,Emergency,,283,286.5,-1.2
20200308,S08000024,,85 and over,,All,d,Emergency,,210,179.5,17
20200308,S08000024,,All ages,d,All,d,Emergency,,1762,1595.5,10.4
20200308,S08000024,,All ages,d,Female,,Emergency,,868,781.5,11.1
20200308,S08000024,,All ages,d,Male,,Emergency,,874,792,10.4
20200308,S08000025,,15 - 44,,All,d,Emergency,,6,8,-25
20200308,S08000025,,65 - 74,,All,d,Emergency,,8,4,100
20200308,S08000025,,85 and over,,All,d,Emergency,,8,5,60
20200308,S08000025,,All ages,d,All,d,Emergency,,30,32.5,-7.7
20200308,S08000025,,All ages,d,Female,,Emergency,,17,17.5,-2.9
20200308,S08000025,,All ages,d,Male,,Emergency,,13,15,-13.3
20200308,S08000026,,15 - 44,,All,d,Emergency,,10,10.5,-4.8
20200308,S08000026,,45 - 64,,All,d,Emergency,,13,10.5,23.8
20200308,S08000026,,65 - 74,,All,d,Emergency,,10,5,100
20200308,S08000026,,75 - 84,,All,d,Emergency,,8,9.5,-15.8
20200308,S08000026,,All ages,d,All,d,Emergency,,47,40.5,16
20200308,S08000026,,All ages,d,Female,,Emergency,,18,23,-21.7
20200308,S08000026,,All ages,d,Male,,Emergency,,29,16,81.2
20200308,S08000028,,15 - 44,,All,d,Emergency,,7,11.5,-39.1
20200308,S08000028,,45 - 64,,All,d,Emergency,,11,14.5,-24.1
20200308,S08000028,,65 - 74,,All,d,Emergency,,6,12.5,-52
20200308,S08000028,,75 - 84,,All,d,Emergency,,18,13,38.5
20200308,S08000028,,85 and over,,All,d,Emergency,,12,12.5,-4
20200308,S08000028,,All ages,d,All,d,Emergency,,60,67.5,-11.1
20200308,S08000028,,All ages,d,Female,,Emergency,,31,33,-6.1
20200308,S08000028,,All ages,d,Male,,Emergency,,29,33.5,-13.4
20200308,S08000029,,Under 5,,All,d,Emergency,,71,62,14.5
20200308,S08000029,,5 - 14,,All,d,Emergency,,32,27.5,16.4
20200308,S08000029,,15 - 44,,All,d,Emergency,,168,166.5,0.9
20200308,S08000029,,45 - 64,,All,d,Emergency,,176,175,0.6
20200308,S08000029,,65 - 74,,All,d,Emergency,,142,149,-4.7
20200308,S08000029,,75 - 84,,All,d,Emergency,,132,162.5,-18.8
20200308,S08000029,,85 and over,,All,d,Emergency,,100,108,-7.4
20200308,S08000029,,All ages,d,All,d,Emergency,,821,850.5,-3.5
20200308,S08000029,,All ages,d,Female,,Emergency,,399,422,-5.5
20200308,S08000029,,All ages,d,Male,,Emergency,,421,425,-0.9
20200308,S08000030,,Under 5,,All,d,Emergency,,75,85,-11.8
20200308,S08000030,,5 - 14,,All,d,Emergency,,43,52.5,-18.1
20200308,S08000030,,15 - 44,,All,d,Emergency,,201,181.5,10.7
20200308,S08000030,,45 - 64,,All,d,Emergency,,188,234,-19.7
20200308,S08000030,,65 - 74,,All,d,Emergency,,185,165.5,11.8
20200308,S08000030,,75 - 84,,All,d,Emergency,,216,208,3.8
20200308,S08000030,,85 and over,,All,d,Emergency,,138,125.5,10
20200308,S08000030,,All ages,d,All,d,Emergency,,1046,1052,-0.6
20200308,S08000030,,All ages,d,Female,,Emergency,,534,533.5,0.1
20200308,S08000030,,All ages,d,Male,,Emergency,,508,513,-1
20200308,S08000031,,Under 5,,All,d,Emergency,,225,162.5,38.5
20200308,S08000031,,5 - 14,,All,d,Emergency,,124,87,42.5
20200308,S08000031,,15 - 44,,All,d,Emergency,,628,582,7.9
20200308,S08000031,,45 - 64,,All,d,Emergency,,725,686,5.7
20200308,S08000031,,65 - 74,,All,d,Emergency,,425,431.5,-1.5
20200308,S08000031,,75 - 84,,All,d,Emergency,,462,471.5,-2
20200308,S08000031,,85 and over,,All,d,Emergency,,282,318,-11.3
20200308,S08000031,,All ages,d,All,d,Emergency,,2871,2738.5,4.8
20200308,S08000031,,All ages,d,Female,,Emergency,,1426,1389,2.7
20200308,S08000031,,All ages,d,Male,,Emergency,,1438,1326,8.4
20200308,S08000032,,Under 5,,All,d,Emergency,,81,121,-33.1
20200308,S08000032,,5 - 14,,All,d,Emergency,,63,60.5,4.1
20200308,S08000032,,15 - 44,,All,d,Emergency,,334,329.5,1.4
20200308,S08000032,,45 - 64,,All,d,Emergency,,432,426,1.4
20200308,S08000032,,65 - 74,,All,d,Emergency,,250,253,-1.2
20200308,S08000032,,75 - 84,,All,d,Emergency,,237,263.5,-10.1
20200308,S08000032,,85 and over,,All,d,Emergency,,132,139.5,-5.4
20200308,S08000032,,All ages,d,All,d,Emergency,,1529,1593,-4
20200308,S08000032,,All ages,d,Female,,Emergency,,771,827,-6.8
